,raMean,decMean,gMeanKronMag,rMeanKronMag,iMeanKronMag,zMeanKronMag,yMeanKronMag,gMeanKronMagErr,rMeanKronMagErr,iMeanKronMagErr,zMeanKronMagErr,yMeanKronMagErr,spec_redshift,spec_redshift_error
102,0.6276488278160377,-10.220740994022384,17.3794002532959,16.54330062866211,16.09480094909668,15.866999626159668,15.791999816894531,0.0157290007919073,0.0135540002956986,0.0121560003608465,0.0093050003051757,0.0144530003890395,0.1640649,3.634726e-05
103,0.6394331075691619,-10.29510179497154,20.84259986877441,19.72590065002441,19.1387996673584,18.890899658203125,18.5275993347168,0.0950139984488487,0.0360470004379749,0.0217020008713006,0.029458999633789,0.0478460006415843,0.09126671,5.457353e-06
104,0.6404588197532994,-10.76549718312892,-999.0,20.983800888061523,20.34950065612793,19.91270065307617,19.5846004486084,-999.0,0.0805419981479644,0.0330529995262622,0.0791710019111633,0.2837629914283752,0.07688781,2.167876e-05
105,0.6413769614237542,-10.423419588708516,18.78499984741211,17.656299591064453,17.139400482177734,16.99340057373047,17.076099395751953,0.0751859992742538,0.0044610002078115,0.0091690002009272,0.0152219999581575,0.04016600176692,0.07607745,3.838234e-05
106,0.6475627132815882,-10.54769077944705,20.57749938964844,19.42250061035156,18.700000762939453,18.433300018310547,18.290700912475582,0.0789040029048919,0.0287309996783733,0.023879000917077,0.0352049991488456,0.0462750010192394,0.2797436,0.0001264996
107,0.651816192230411,-10.389627097912904,21.13520050048828,20.0009994506836,19.26880073547364,18.92340087890625,18.679500579833984,0.1127780005335807,0.0238530002534389,0.0259399991482496,0.0278939995914697,0.052946001291275,0.1708448,1.502091e-05
108,0.6605949762101895,-10.916200176665535,-999.0,21.027099609375,19.941999435424805,19.32609939575196,19.13680076599121,-999.0,0.0258050002157688,0.0547350011765956,0.2386880069971084,0.1897220015525818,0.1128923,2.685673e-05
109,0.660689698992181,-10.378973542717748,21.128400802612305,19.341699600219727,18.69289970397949,18.312599182128903,18.29030036926269,0.037856001406908,0.0248329993337392,0.0214039999991655,0.029391000047326,0.0541980005800724,0.1087186,1.737594e-05
110,0.6662333724238941,-10.449515663110596,20.432899475097656,20.63520050048828,20.022600173950195,19.81319999694824,-999.0,0.1186970025300979,0.0436329990625381,0.0521290004253387,0.0700109973549842,-999.0,0.08000855,1.180237e-05
111,0.6718415632817542,-10.340956453041876,-999.0,20.59670066833496,19.71980094909668,19.39349937438965,19.39559936523437,-999.0,0.0563759990036487,0.0336130000650882,0.0363770015537738,0.1711129993200302,0.1493499,3.442234e-05
112,0.6803507716763719,-10.7209173637932,17.48780059814453,16.6781005859375,16.222299575805664,16.0531005859375,15.988699913024902,0.0169270001351833,0.0039090001955628,0.0050070001743733,0.011739999987185,0.0069809998385608,0.1065665,1.502152e-05
113,0.6891026556512163,-10.574862115039217,18.16279983520508,17.391700744628906,17.004199981689453,16.821399688720703,16.647600173950195,0.0112589998170733,0.003967999946326,0.0044820001348853,0.0054509998299181,0.0227780006825923,0.1503443,2.443675e-05
